data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,162304781,36,400,2022-10-05,
2022,164110661,20,9837,,
2022,159498756,31,387,,
2022,157201599,52,0,,
2022,158274060,63,175,,
2022,158274078,21,9100,,
2022,158274084,35,100,,
2022,158274087,13,600,,
2022,158274067,35,2000,,
2022,158274068,4,6500,,
2022,158274070,3,300,,
2022,158274071,3,20,,
2022,158274072,20,45,,
2022,158274077,38,600,,
2022,158274066,16,30,,
2022,158274069,38,4500,,
2022,158274349,2,11,,
2022,162306037,63,1,,
2022,165444214,7,150,,
2022,155986158,36,18000,,
2022,155986172,38,35,,
2022,155986172,62,20,,
2022,155986180,55,650,,
2022,162304809,10,120,,
2022,164110662,31,400,,
2022,158274362,38,150,,
2022,162304822,10,,,
2022,162304462,19,1,,
2022,162304463,35,100,,
2022,162304464,10,,,
2022,165444222,20,400,,
2022,162304466,10,,,
2022,159499056,3,500,,
2022,159499063,19,17,,
2022,164110674,8,63,,
2022,155986195,20,380,,
2022,155986242,10,,,
2022,155986275,35,20,,
2022,155986276,63,40,,
2022,159499079,4,850,,
2022,165444191,19,900,,
2022,164110687,8,153,,
2022,164110692,2,2,,
2022,159498716,20,1500,,
2022,160737478,20,650,,
2022,160737479,3,14000,,
2022,162304469,20,5300,,
2022,160737488,21,4300,,
2022,160737491,3,1,,
2022,160737496,16,1300,,
2022,160737508,21,2400,,
2022,160737515,6,85,,
2022,160737515,36,134,,
2022,160737528,38,200,,
2022,160737586,21,3500,,
2022,164110672,10,,,
2022,162304468,21,1940,,
2022,162304471,25,100,,
2022,162304473,29,100,,
2022,155986211,63,20,,
2022,162304473,63,6,,
2022,152343607,38,800,,
2022,155986210,35,20,,
2022,155986234,3,20,,
2022,150435807,3,800,,
2022,150435808,3,3000,,
2022,150435808,30,5000,,
2022,154797185,16,6,,
2022,157203925,36,629,,
2022,148754093,3,758,,
2022,157203928,63,50,,
2022,155986286,10,,,
2022,150435820,3,500,,
2022,150435830,2,1,,
2022,159499519,62,100,2022-08-07,
2022,159499520,62,100,,
2022,152343587,2,5,,
2022,159500094,20,4000,,
2022,155986206,9,0,,
2022,155986536,20,1,,
2022,155986209,2,18,,
2022,151195146,16,215,,
2022,157202755,63,50,,
2022,157202774,20,700,2022-08-24,
2022,157202775,20,700,,
2022,155986542,63,5,,
2022,151194946,19,34,,
2022,151194960,19,3,,
2022,158274621,3,1000,,
2022,158274626,20,30,,
2022,153329219,19,11,,
2022,151194996,2,3,,
2022,155986548,38,76,,
2022,157203229,37,1621,,
2022,162306126,20,3,,
2022,162306126,25,1,,
2022,158274632,20,4879,,
2022,159499488,20,450,,
2022,159499488,25,100,,
2022,159499498,20,1731,,
2022,157202749,37,2000,,
2022,158274619,62,1000,,
2022,153329192,16,10,,
2022,154797165,10,,,
2022,154797166,37,100,,
2022,154797173,64,500,,
